# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
4, U Nghỉ dưỡng;U Hồ sông suối;T Thắng cảnh;T Ẩm thực;T Giải trí;T Biển;price:2;price:3: (28, 3.513102), (16, 3.350452), (46, 3.2924428), (53, 3.2079995), (41, 3.1119726), (48, 3.0991707), (22, 3.0673585), (29, 3.0480561), (30, 3.0426245), (20, 2.9883046), (38, 2.980087), (5, 2.9760003), (7, 2.9639363), (37, 2.949878), (44, 2.9443777), (21*, 2.8945825), (47, 2.8836043), (32, 2.8569088), (11, 2.7743986), (45, 2.729075), (10, 2.705382), (8, 2.686876), (27, 2.6478984), (43, 2.6412654), (15, 2.6273923), (25, 2.552044), (42, 2.5410483), (49, 2.5405507), (26, 2.5325255), (1, 2.4715245), (39, 2.4659803), (23, 2.437543), (14, 2.415028), (50, 2.3978782), (9, 2.3959894), (34, 2.3496563), (40, 2.3002908), (13, 2.1621258), (3, 2.066342), (17, 2.0468342)
4, U Nghỉ dưỡng;U Hồ sông suối;T Tham quan;T Thắng cảnh;T Ẩm thực;T Giải trí;price:3;price:4: (28, 4.7160206), (46, 4.394812), (48, 4.322275), (16, 4.0540276), (37, 3.9429064), (47, 3.9020872), (11, 3.8235657), (22, 3.803271), (20, 3.787478), (27, 3.753421), (21, 3.74173), (5, 3.7339742), (29, 3.726962), (53, 3.6450644), (45, 3.6217916), (41, 3.584855), (15, 3.5696087), (38, 3.5598447), (30, 3.550708), (43, 3.5444539), (7, 3.5261147), (42, 3.4628725), (25, 3.461081), (32, 3.4284012), (39, 3.386711), (26, 3.3121824), (44, 3.2553644), (34, 3.2510798), (1, 3.2446423), (13, 3.2401621), (23, 3.2312028), (40, 3.1937554), (49, 3.150746), (9, 3.1457012), (8, 3.1010878), (10, 3.0560017), (14, 3.0295525), (50, 3.024381), (17, 2.9165852), (3, 2.8660474)
4, U Nghỉ dưỡng;U Hồ sông suối;T Ẩm thực;price:1;price:2;price:3: (28, 4.4806924), (48, 4.191366), (46, 4.1800942), (16, 4.0438633), (29, 3.9010997), (53, 3.8987448), (44, 3.8861816), (37, 3.8641322), (7, 3.853895), (22, 3.8181045), (30, 3.8084605), (5, 3.7579453), (11, 3.6961358), (15, 3.6744816), (41, 3.6732585), (20, 3.6065352), (42, 3.5403829), (38, 3.5324316), (47*, 3.4705727), (43, 3.386595), (27, 3.3814697), (8, 3.3643403), (21, 3.3640695), (25, 3.3620017), (10, 3.2744396), (45, 3.2103233), (32, 3.1993642), (26, 3.1889799), (1, 3.1488667), (50, 3.0966332), (23, 3.068091), (49, 3.0276034), (14, 3.0053844), (19, 2.9754064), (13, 2.942288), (39, 2.9406734), (9, 2.926922), (40, 2.900673), (3, 2.8687565), (12, 2.806792)
10, U Ẩm thực;U Đô thị;U Đồi núi;U Rừng;T Thắng cảnh;T Ẩm thực;T Giải trí;T Biển;price:1;price:2: (16, 4.59722), (37, 4.539516), (11, 4.2881813), (51, 4.172769), (9, 4.075122), (19, 4.0701847), (32, 3.902513), (45, 3.8667457), (4, 3.812652), (2, 3.7622757), (25, 3.7138236), (23, 3.5957098), (48, 3.591736), (49, 3.5354528), (42, 3.4608693), (14*, 3.4102871), (36, 3.393827), (21, 3.3799872), (3, 3.2692022), (8, 3.2215986), (47, 2.9987268), (18, 2.9288142), (40, 2.8976998), (39, 2.890857), (44, 2.8820305), (10, 2.8788965), (1, 2.8745306), (12, 2.8547988), (53, 2.841809), (38, 2.8109007), (41, 2.7907417), (5, 2.760304), (7, 2.6854064), (34, 2.6812541), (43, 2.6575286), (31, 2.5421433), (26, 2.486707), (33, 2.4689252), (50, 2.458953), (13, 2.4278965)
10, U Ẩm thực;U Đô thị;U Đồi núi;U Rừng;T Thắng cảnh;T Đồi núi;price:1;price:2: (37, 4.028503), (16, 3.5102203), (19, 3.460839), (11, 3.4593375), (4, 3.2754102), (9, 3.2637322), (25, 3.0386617), (51, 2.9819782), (32, 2.9074047), (2, 2.893215), (48, 2.885584), (45, 2.8612282), (42, 2.838174), (8, 2.5838423), (21, 2.5836437), (49, 2.5551162), (14, 2.5287569), (23, 2.487817), (40, 2.4213467), (36, 2.3488), (47, 2.2526002), (18, 2.2329378), (5, 2.2195604), (10, 2.1838164), (3, 2.1780803), (44, 2.0706449), (53, 1.9256902), (34, 1.9000585), (31, 1.8674165), (12, 1.8533729), (41, 1.8528442), (7, 1.8366709), (38, 1.8087387), (13, 1.7838882), (39, 1.7644438), (28, 1.7332777), (43, 1.7320716), (35, 1.6775507), (52, 1.6655073), (46, 1.6550957)
13, U Tâm linh;U Tham quan;U Nông thôn;U Đồi núi;T Tâm linh;price:5: (7, 4.692186), (14, 4.3270054), (32, 4.2187552), (37, 3.761558), (34, 3.7600696), (25, 3.7471797), (52, 3.6024961), (24, 3.5968304), (41, 3.5477488), (8, 3.450579), (40, 3.3958898), (16, 3.3281364), (44, 3.25572), (2, 3.2051957), (46, 2.990292), (12, 2.956858), (49, 2.9511743), (21, 2.9378543), (53*, 2.9276528), (15, 2.9119253), (19, 2.901482), (23, 2.898692), (10, 2.873843), (1, 2.799131), (30, 2.7907505), (17, 2.7853703), (35, 2.619149), (11, 2.5499656), (36, 2.4699707), (43, 2.4618158), (48, 2.4618096), (9, 2.391603), (22, 2.3882935), (38, 2.356333), (33, 2.3307788), (20, 2.2234354), (42, 2.2169068), (39, 2.1618364), (3, 2.1426475), (5, 1.947077)
15, U Tham quan;U Ẩm thực;U Giải trí;U Mạo hiểm;U Đô thị;U Nông thôn;U Đồi núi;U Rừng;T Thắng cảnh;T Đồi núi;T Rừng;price:5: (37, 5.1127615), (25, 4.3396115), (2, 4.0076485), (36, 3.932598), (32, 3.7353559), (9, 3.4201853), (7, 3.4111938), (8, 3.3729093), (4, 3.36762), (19, 3.3058174), (41, 3.1883128), (16, 3.1777327), (52, 3.1612523), (34, 3.0860004), (21, 3.0833266), (24, 3.079495), (29, 2.7807932), (14, 2.7506342), (40, 2.7154186), (1, 2.706884), (12, 2.6539097), (15, 2.613809), (44, 2.5870645), (23*, 2.5515769), (45, 2.473191), (50, 2.456831), (46, 2.3329513), (10, 2.2531853), (39, 2.184978), (22, 2.1299796), (51, 2.026189), (5, 2.019352), (26, 2.000111), (42, 1.8680525), (33, 1.7892957), (20, 1.7236428), (35, 1.6481155), (48, 1.5983257), (11, 1.5266954), (18, 1.4983582)
15, U Tham quan;U Ẩm thực;U Giải trí;U Mạo hiểm;U Đô thị;U Nông thôn;U Đồi núi;U Rừng;T Ẩm thực;price:1;price:2: (37, 5.196203), (36, 4.909758), (25, 4.811753), (2, 4.6052766), (7, 4.334132), (32*, 4.058133), (19, 4.0437565), (16, 4.0368257), (52, 4.006389), (41, 3.74985), (1, 3.6634798), (9, 3.63637), (8, 3.598935), (4, 3.5669947), (44, 3.561638), (24, 3.5374982), (12, 3.5357332), (34, 3.2766178), (29, 3.2261841), (21, 3.208237), (15, 3.1398745), (14, 3.1234899), (23, 3.114578), (50, 3.0089824), (39, 2.9006467), (46, 2.814692), (45, 2.8145347), (22, 2.7922163), (10, 2.7049108), (26, 2.7034914), (48, 2.5745442), (42, 2.5332532), (40, 2.4786925), (5, 2.4282207), (51, 2.4031925), (3, 2.2825139), (20, 2.0854406), (11, 2.078772), (30, 1.9577507), (43, 1.9545289)
15, U Tham quan;U Ẩm thực;U Giải trí;U Mạo hiểm;U Đô thị;U Nông thôn;U Đồi núi;U Rừng;T Thắng cảnh;T Giải trí;T Hồ sông suối;price:1;price:2: (37, 4.6234565), (25, 4.2796087), (36, 4.10129), (2, 3.8280003), (32, 3.4779644), (9, 3.324973), (7, 3.2191463), (16, 3.0967793), (52, 3.0812707), (19, 3.0200844), (8, 2.9827936), (1, 2.911493), (34, 2.885628), (4, 2.8304021), (24, 2.7983193), (41, 2.760284), (14, 2.6654818), (44, 2.6371307), (12, 2.5390906), (50, 2.530432), (29, 2.4049976), (45, 2.3642244), (39, 2.3293266), (21, 2.2828941), (23, 2.1228921), (40, 2.0998864), (15*, 2.066714), (26, 2.0360017), (22, 1.9367115), (46, 1.879553), (5, 1.803487), (10, 1.7794697), (11, 1.6957426), (51, 1.6453925), (42, 1.6183656), (3, 1.4546156), (48, 1.3970743), (33, 1.2979165), (43, 1.2905406), (20, 1.2795322)
15, U Tham quan;U Ẩm thực;U Giải trí;U Mạo hiểm;U Đô thị;U Nông thôn;U Đồi núi;U Rừng;T Tham quan;price:1;price:2: (37, 4.342995), (36, 4.2105165), (25, 4.029632), (2, 3.8638792), (7, 3.6032746), (19, 3.4914982), (52, 3.3807414), (32, 3.2540886), (16, 3.0923724), (12, 2.9596786), (4, 2.9380414), (24, 2.911586), (9, 2.8562207), (8, 2.7888947), (34, 2.6972668), (44, 2.684756), (1, 2.6656382), (41, 2.627894), (29, 2.4489028), (21, 2.421911), (14, 2.4200513), (22, 2.2699215), (15, 2.2666976), (39, 2.2631545), (50, 2.230714), (45, 2.2066984), (26, 2.1015635), (10, 2.0494678), (23, 2.0380583), (48, 2.0187879), (46, 1.9227276), (40, 1.8474311), (42, 1.7911541), (5, 1.6747257), (20, 1.4973793), (3, 1.4801105), (31, 1.4512259), (51, 1.4251975), (35, 1.4226485), (33, 1.3452439)
