# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
4, U Nghỉ dưỡng;U Hồ sông suối;T Thắng cảnh;T Giải trí;T Mạo hiểm;T Hồ sông suối;price:2;price:3;price:4: (28, 4.7026525), (38, 4.6644344), (48, 4.6213903), (21, 4.410997), (52, 4.393957), (27, 4.366944), (46, 4.3404455), (30, 4.284142), (39, 4.1813035), (16, 4.167881), (44, 4.160967), (1, 4.1137495), (45, 4.0827227), (10, 3.990089), (20, 3.9878047), (6*, 3.9610932), (11, 3.908973), (41, 3.9041147), (5, 3.85925), (19, 3.8462605), (29, 3.8454087), (14, 3.7995205), (4, 3.7924209), (37, 3.792137), (15, 3.7634356), (43, 3.7487438), (12, 3.7196589), (3, 3.6654415), (13, 3.660045), (2, 3.6003206), (8, 3.5774164), (42, 3.5707493), (26, 3.5700548), (23, 3.5295742), (32, 3.4661498), (22, 3.4443278), (51, 3.4312634), (31, 3.418982), (47, 3.3832319), (34, 3.3546233)
4, U Nghỉ dưỡng;U Hồ sông suối;T Ẩm thực;price:1;price:2: (28, 3.679863), (21, 3.4460862), (46, 3.379485), (38, 3.3499057), (39, 3.2457676), (30, 3.1577637), (52, 3.108327), (16, 3.0618627), (27, 3.0596218), (32, 3.027261), (48, 3.0010757), (44, 2.9910116), (19, 2.9685185), (6, 2.9474542), (11, 2.9078605), (10, 2.8069096), (22, 2.7903037), (14, 2.7667668), (15, 2.7343116), (12, 2.7201624), (41, 2.6813195), (37, 2.6711342), (4, 2.6440446), (20, 2.6411536), (49, 2.6346352), (13, 2.6319995), (43, 2.6060672), (3, 2.520355), (53, 2.49866), (5, 2.4801848), (29, 2.4714253), (26, 2.4676483), (1, 2.4566832), (36, 2.4263148), (25, 2.3966055), (42, 2.3947043), (47, 2.3523028), (50, 2.3095808), (2, 2.2889488), (8, 2.2857115)
10, U Ẩm thực;U Đô thị;U Đồi núi;U Rừng;T Nghỉ dưỡng;price:3;price:4: (25, 4.9206514), (36, 4.6022606), (4, 4.373052), (8, 4.318704), (14, 4.2336264), (11, 4.22582), (45, 4.167027), (48*, 4.132397), (37, 4.0116315), (40, 3.9954789), (16, 3.9952362), (49, 3.983103), (19, 3.9672186), (10, 3.7626216), (34, 3.6499813), (12, 3.602156), (41, 3.551461), (47, 3.5401266), (22, 3.491234), (9, 3.4777977), (42, 3.4719), (1, 3.4564118), (15, 3.4404786), (21, 3.433657), (39, 3.4068933), (2, 3.392716), (38, 3.2803655), (32, 3.27865), (31, 3.266493), (44, 3.2554123), (52, 3.227602), (29, 3.1751225), (46, 3.1658745), (18, 3.1121051), (30, 3.090749), (5, 3.0901344), (26, 3.0329943), (24, 3.0077198), (7, 3.0061603), (51, 2.9896574)
10, U Ẩm thực;U Đô thị;U Đồi núi;U Rừng;T Thắng cảnh;T Hồ sông suối;price:5: (25, 5.1704583), (36, 4.97852), (14, 4.8989234), (4, 4.864396), (8, 4.7266097), (11, 4.72033), (37, 4.652078), (49, 4.545433), (10, 4.5397344), (16, 4.5192237), (45, 4.5087895), (34, 4.3631907), (19, 4.2459955), (18, 4.2116585), (21, 4.202568), (42, 4.153817), (29, 4.137946), (47, 4.050817), (41, 4.0263605), (2, 3.9360948), (44, 3.9040961), (9, 3.8963087), (40, 3.8914456), (22*, 3.8442364), (26, 3.8087847), (32, 3.7688258), (15, 3.7617378), (12, 3.7324917), (31, 3.7272546), (46, 3.7080097), (5, 3.6676352), (52, 3.6501107), (38, 3.6151702), (39, 3.5761218), (51, 3.539593), (3, 3.514072), (7, 3.5026164), (30, 3.4953532), (1, 3.4890609), (13, 3.4870665)
13, U Tâm linh;U Tham quan;U Nông thôn;U Đồi núi;T Ẩm thực;T Giải trí;T Mạo hiểm;price:2;price:3;price:4: (30, 3.8089333), (53, 3.7763424), (14, 3.756801), (35, 3.3700857), (8, 3.3389204), (21, 3.1201782), (52, 3.1008482), (7, 2.9455116), (41, 2.9067054), (24, 2.8947096), (23, 2.8931248), (36, 2.8894362), (16, 2.849943), (40, 2.8088458), (37, 2.772199), (1*, 2.751435), (43, 2.7277172), (2, 2.725683), (15, 2.6924012), (20, 2.6578064), (32, 2.5878222), (44, 2.5707924), (48, 2.4648714), (25, 2.4469805), (10, 2.417495), (19, 2.3948705), (46, 2.2932627), (17, 2.2541008), (31, 2.2127872), (12, 2.1979315), (9, 2.1933594), (42, 2.127075), (51, 2.0720594), (45, 2.0529451), (39, 2.0204468), (18, 1.9981008), (34, 1.9978197), (26, 1.9459316), (49, 1.8339447), (27, 1.7980807)
13, U Tâm linh;U Tham quan;U Nông thôn;U Đồi núi;T Tham quan;price:5: (30*, 4.0088882), (53, 3.8657641), (14, 3.779373), (35, 3.363088), (40, 3.252989), (15, 3.2330556), (52, 3.2078488), (7*, 3.197458), (16, 3.1798465), (21, 3.1553454), (23, 3.080887), (8, 3.063241), (24, 3.0579262), (32, 2.9962184), (25, 2.9306047), (44, 2.8453305), (37, 2.7968755), (41, 2.7225342), (10, 2.7094374), (18, 2.6977756), (31, 2.6296384), (43, 2.6276014), (34, 2.604838), (20, 2.5845904), (2, 2.5837052), (39, 2.5227308), (46, 2.4924533), (17, 2.4608293), (47, 2.4213402), (19, 2.3786032), (51, 2.3503957), (42, 2.3042097), (36, 2.292812), (12, 2.2712524), (26, 2.1651356), (49, 2.1614175), (1, 2.1353726), (9, 2.1200202), (48, 2.010375), (22, 1.9462374)
13, U Tâm linh;U Tham quan;U Nông thôn;U Đồi núi;T Tham quan;T Giải trí;price:1;price:2: (30, 4.394149), (14, 4.3818874), (53, 4.3026714), (52, 3.881981), (35, 3.6627681), (21, 3.6115148), (24, 3.5792053), (7, 3.5712602), (8, 3.4482508), (23, 3.43618), (37, 3.3187473), (32, 3.3015072), (16, 3.2655463), (15, 3.2325277), (44, 3.2270362), (25, 3.0857604), (41, 3.0835788), (40, 3.0695968), (43, 3.0550659), (2, 3.0496027), (20, 3.0275242), (36, 3.0220678), (10, 2.9664834), (31, 2.882043), (1, 2.860315), (19, 2.8219163), (49*, 2.6197238), (39, 2.6128318), (46, 2.584014), (17, 2.5823407), (42, 2.546463), (18, 2.4443927), (48, 2.3883271), (34, 2.3692098), (45, 2.3205495), (28, 2.3093045), (26, 2.296955), (9, 2.2836375), (12, 2.2768714), (22, 2.2368293)
13, U Tâm linh;U Tham quan;U Nông thôn;U Đồi núi;T Di tích;T Tham quan;T Nông thôn;price:1;price:2: (53, 5.0747733), (30, 5.0005393), (14, 4.8691726), (52, 4.5321116), (8, 4.181603), (21, 4.154779), (32, 4.034659), (37, 3.9519436), (44, 3.9372468), (7, 3.899138), (15, 3.889767), (24, 3.889616), (16, 3.857003), (40, 3.8447735), (25, 3.8412914), (23, 3.803848), (35, 3.6840973), (2, 3.6240597), (41, 3.5748556), (19, 3.5306792), (20, 3.5108862), (10, 3.4076757), (43, 3.3823361), (49, 3.2658267), (17, 3.2319021), (46, 3.218363), (48, 3.1831176), (31, 3.1788483), (1, 3.1753957), (12, 3.1283169), (36, 3.0941653), (42, 3.0832837), (39, 3.0675342), (9, 3.0148168), (22, 2.9964404), (34, 2.939845), (28, 2.8385048), (18*, 2.8346295), (47, 2.7960389), (26, 2.7570906)
15, U Tham quan;U Ẩm thực;U Giải trí;U Mạo hiểm;U Đô thị;U Nông thôn;U Đồi núi;U Rừng;T Ẩm thực;T Giải trí;T Mạo hiểm;price:2;price:3;price:4: (36, 5.7218075), (8, 5.170067), (45, 5.1414766), (25, 4.904959), (37, 4.9039106), (2, 4.556401), (32, 4.155884), (40, 4.1468534), (52, 4.1458855), (14, 4.127978), (16, 4.079907), (15, 4.0261917), (34, 3.893491), (10, 3.87351), (7, 3.8223276), (22, 3.7114882), (24, 3.6575975), (4, 3.542618), (19, 3.4470925), (41, 3.434451), (21, 3.2472293), (1*, 3.2374792), (28, 3.2255878), (44, 3.1471786), (42, 3.1361341), (51, 3.0800707), (30, 3.0636027), (12, 3.0634341), (5, 3.0243368), (31, 2.937959), (47, 2.9206233), (11, 2.8651013), (49, 2.8168008), (18, 2.7734923), (46, 2.6576653), (3, 2.6468618), (9, 2.6377249), (23, 2.6196694), (48, 2.5822248), (26, 2.5633373)
15, U Tham quan;U Ẩm thực;U Giải trí;U Mạo hiểm;U Đô thị;U Nông thôn;U Đồi núi;U Rừng;T Tham quan;T Giải trí;price:1;price:2: (36, 6.1563597), (25, 5.8456597), (37, 5.7523794), (45, 5.711002), (8, 5.581318), (52, 5.228939), (2, 5.182241), (32, 5.1714892), (14, 5.054985), (15, 4.868239), (16, 4.797431), (7, 4.7499967), (10, 4.724419), (40, 4.709525), (22, 4.6667104), (24, 4.644014), (34, 4.5668015), (28, 4.3580647), (19, 4.176059), (44, 4.1053433), (21, 4.0404863), (30, 3.950739), (41, 3.9132452), (31, 3.9091349), (49*, 3.9045007), (42, 3.8574426), (47, 3.8542507), (4, 3.7311833), (11, 3.6853304), (1, 3.6482797), (3, 3.6351967), (5, 3.5826786), (18, 3.5217047), (51, 3.518897), (23, 3.4646451), (12, 3.4442947), (46, 3.250337), (26, 3.2162814), (13, 3.0843244), (9, 3.0299237)
15, U Tham quan;U Ẩm thực;U Giải trí;U Mạo hiểm;U Đô thị;U Nông thôn;U Đồi núi;U Rừng;T Thắng cảnh;T Hồ sông suối;price:5: (25, 5.4402103), (36, 4.9894857), (8, 4.9676595), (45, 4.928401), (37, 4.896609), (34, 4.5998893), (2, 4.549845), (10, 4.3216996), (52, 4.3079557), (14, 4.300826), (40, 4.2068768), (15, 4.202454), (32, 4.1862216), (16, 4.1121798), (7, 4.0882764), (22*, 3.9150774), (18, 3.726114), (47, 3.675328), (24, 3.5975502), (4, 3.57097), (51, 3.4575026), (44, 3.4409494), (30, 3.4098604), (42, 3.3961825), (19, 3.3683689), (41, 3.3470254), (21, 3.3248653), (28, 3.2261558), (5, 3.2064278), (31, 3.2029507), (49, 3.0708902), (12, 3.0505652), (46, 3.0420918), (3, 2.8918958), (11, 2.8761868), (29, 2.741388), (13, 2.685628), (26, 2.682998), (23, 2.6429152), (9, 2.5233994)
17, U Di tích;U Ẩm thực;U Giải trí;U Nghỉ dưỡng;U Mạo hiểm;U Hồ sông suối;U Đô thị;U Đồi núi;U Rừng;T Tâm linh;price:5: (25, 4.554512), (10, 4.4820514), (36, 4.4264235), (16, 4.070303), (45, 4.0109715), (34, 3.979204), (22, 3.8727074), (39, 3.7927766), (8, 3.7842796), (29, 3.5523834), (2, 3.416934), (40, 3.4129272), (15, 3.4066446), (47, 3.3674304), (51, 3.3431268), (21, 3.3410654), (52*, 3.3012457), (30, 3.2763984), (5, 3.2758517), (4, 3.2644508), (44, 3.2360718), (37, 3.2097588), (32, 3.2066653), (18, 3.141196), (28, 3.1314645), (46, 3.0857997), (42, 3.0698535), (3, 3.0091305), (41, 2.8742952), (19, 2.8343158), (38, 2.7578564), (50, 2.7418718), (24, 2.6213393), (14, 2.6205509), (7, 2.4532073), (49, 2.4525714), (27, 2.3937578), (11, 2.359891), (9, 2.1566887), (31, 2.0414937)
23, U Tâm linh;U Di tích;U Giải trí;U Mạo hiểm;U Hồ sông suối;U Đô thị;U Biển;T Tâm linh;price:5: (39, 5.996892), (30, 5.670557), (26*, 5.4683585), (25, 5.42544), (34, 5.404212), (22, 5.3268285), (8, 5.318334), (44, 5.2481694), (31, 5.2393217), (10, 5.175086), (3, 4.951236), (5, 4.877538), (16, 4.832297), (52, 4.8012657), (7, 4.749528), (19, 4.714293), (18, 4.6954665), (41, 4.6311717), (15, 4.4560366), (45, 4.432665), (28, 4.4061947), (32, 4.3366647), (37, 4.322356), (36, 4.309483), (46, 4.2582884), (21, 4.1644015), (20, 4.1193595), (40, 4.1095414), (53, 4.051813), (24, 3.9776082), (51, 3.9703784), (17, 3.942988), (27, 3.9128442), (1, 3.8179712), (42, 3.8027546), (48, 3.788348), (9, 3.703486), (50, 3.7032468), (12, 3.6423519), (14, 3.586919)
23, U Tâm linh;U Di tích;U Giải trí;U Mạo hiểm;U Hồ sông suối;U Đô thị;U Biển;T Biển;price:5: (39, 5.9675455), (30, 5.7024856), (25, 5.651366), (8, 5.5339103), (34, 5.4045324), (31, 5.3497896), (22, 5.3285556), (44, 5.2546535), (52, 5.065772), (10, 5.0396276), (26, 4.9725914), (3, 4.940041), (41, 4.931012), (19, 4.869472), (5, 4.8553834), (45, 4.7788754), (15, 4.7779713), (18, 4.7600317), (16, 4.7457423), (7, 4.739056), (46, 4.481275), (28, 4.3622003), (21, 4.347773), (37, 4.3445697), (32, 4.3012495), (24, 4.2522116), (20, 4.2295146), (53, 4.1825805), (36, 4.1252255), (40, 4.0604935), (27, 4.0496874), (51, 3.9295418), (1, 3.925392), (17, 3.8781781), (9, 3.8141978), (48, 3.7986248), (50, 3.7221475), (23, 3.6902924), (29, 3.6642976), (12, 3.6395657)
23, U Tâm linh;U Di tích;U Giải trí;U Mạo hiểm;U Hồ sông suối;U Đô thị;U Biển;T Ẩm thực;price:1;price:2: (39, 5.0351443), (30, 4.965818), (8, 4.888602), (22, 4.7498174), (25, 4.608204), (44, 4.6046505), (52, 4.460415), (19, 4.417789), (10, 4.3452177), (3, 4.342874), (31, 4.2612677), (36, 4.1444144), (41, 4.1371217), (28, 4.0351114), (26, 4.00933), (34, 3.9792986), (16, 3.8921416), (37, 3.8309386), (32, 3.803546), (7, 3.7926881), (53, 3.7589753), (21, 3.7244442), (45, 3.7222722), (15, 3.6753047), (5, 3.6230838), (18, 3.5259542), (1, 3.5189483), (46, 3.4823666), (20, 3.442116), (48, 3.2862012), (27, 3.1224098), (24, 3.118491), (50, 3.1148534), (51, 3.0946174), (17, 3.064262), (14, 3.0579984), (42, 2.999486), (12, 2.9914613), (40*, 2.8561335), (9, 2.8019092)
26, U Mạo hiểm;U Biển;T Giải trí;T Nghỉ dưỡng;T Biển;price:4;price:5: (39, 3.6767547), (45*, 3.6314673), (24, 3.4324584), (3, 3.347556), (41, 3.2790487), (15, 3.183959), (30, 3.096116), (25, 3.0695813), (35, 3.0221987), (19, 3.0060046), (43, 2.960814), (22, 2.9381785), (44, 2.8834317), (17, 2.8698926), (26, 2.8647306), (50, 2.8473608), (27, 2.843955), (28, 2.7515788), (8, 2.6940663), (9, 2.658447), (36, 2.6566885), (7, 2.651996), (52, 2.6291485), (31, 2.5854197), (1, 2.5616405), (34, 2.534663), (48, 2.5294898), (11, 2.4793696), (33, 2.4455154), (51, 2.4408298), (10, 2.4314635), (2, 2.4020112), (47, 2.3785255), (14, 2.3651972), (21, 2.342249), (5, 2.3251812), (46, 2.2305436), (20, 2.1988301), (16, 2.175839), (6, 2.109448)
26, U Mạo hiểm;U Biển;T Biển;price:5: (39, 4.6518507), (3*, 4.155842), (22, 4.147856), (15, 4.1355777), (19, 4.124854), (25, 4.0912986), (45, 4.083541), (41, 4.0662746), (24, 3.9453025), (43, 3.8484802), (44, 3.8396258), (30, 3.8319373), (26, 3.8305414), (28, 3.7859328), (35, 3.7692103), (34, 3.7454288), (8, 3.7168028), (7, 3.672733), (50, 3.6676087), (17, 3.6648672), (52, 3.6512015), (27, 3.6475096), (9, 3.586085), (11, 3.542887), (51, 3.4713345), (21, 3.4501133), (36, 3.415205), (10, 3.4135342), (5, 3.3998585), (18, 3.3995812), (6, 3.374537), (14, 3.3682597), (47, 3.364105), (2, 3.319019), (46, 3.2847958), (33, 3.2824461), (16, 3.279988), (31, 3.279322), (1, 3.1195257), (12, 3.1138945)
