# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
4, U Nghỉ dưỡng;U Hồ sông suối;T Ẩm thực;T Giải trí;T Mạo hiểm;price:2;price:3;price:4: (28, 3.9909074), (30, 3.6526184), (48, 3.5201018), (37, 3.397529), (5, 3.3675098), (21, 3.359495), (53, 3.3003566), (27, 3.2621894), (1*, 3.102635), (10, 3.083766), (19, 3.056254), (29, 3.0243382), (16, 2.9705486), (20, 2.962781), (41, 2.9596648), (32, 2.9136302), (4, 2.9131718), (45, 2.9043505), (46, 2.899185), (44, 2.8711932), (13, 2.8670182), (11, 2.8463097), (49, 2.83415), (38, 2.832078), (43, 2.8219783), (14, 2.8167949), (8, 2.7990265), (50, 2.7542565), (22, 2.7377279), (15, 2.6278691), (35, 2.5293806), (34, 2.529363), (12, 2.5258355), (2, 2.4894712), (40, 2.4740176), (52, 2.4482934), (33, 2.4315171), (9, 2.3955503), (25, 2.357243), (24, 2.3498037)
4, U Nghỉ dưỡng;U Hồ sông suối;T Thắng cảnh;T Hồ sông suối;price:5: (28, 4.0426693), (37, 3.8517141), (30, 3.8478777), (46, 3.664106), (21, 3.572892), (10, 3.5199678), (5, 3.505338), (29, 3.4748878), (38, 3.4151285), (27, 3.3868346), (13, 3.308963), (11, 3.30794), (16, 3.2871633), (53, 3.2184432), (48, 3.1788561), (22, 3.1251578), (34, 3.1160378), (44, 3.0989747), (19, 3.0833366), (33, 3.0327153), (14, 3.030062), (43, 3.0063956), (39, 2.997552), (41, 2.9566011), (26, 2.946009), (49, 2.9148972), (50, 2.9047506), (8, 2.852584), (15, 2.8427548), (20, 2.8400145), (4, 2.7989008), (45, 2.7032008), (35, 2.691266), (25*, 2.6846611), (12, 2.6721807), (3, 2.664176), (40, 2.6412745), (32, 2.6112075), (52, 2.6072373), (42, 2.5932248)
4, U Nghỉ dưỡng;U Hồ sông suối;T Ẩm thực;price:1;price:2: (28, 4.3323665), (30, 4.3057604), (21, 4.0341516), (13, 3.922841), (10, 3.9182174), (19, 3.745378), (5, 3.6618235), (11, 3.6594589), (27, 3.6205432), (53, 3.5830402), (22, 3.5809236), (37, 3.546259), (48, 3.5309448), (44, 3.4983616), (38, 3.4862814), (33*, 3.4776423), (14, 3.460669), (16, 3.3826663), (8, 3.3755984), (42, 3.368313), (46, 3.3638942), (41, 3.3627794), (29, 3.3483193), (15, 3.3345168), (50, 3.300431), (20, 3.274905), (32, 3.2549798), (49, 3.2316177), (43, 3.226228), (12, 3.2050955), (4, 3.1959834), (52, 3.1756384), (3, 3.0924933), (45, 3.0549657), (26, 3.024652), (2, 3.0138297), (34, 2.995406), (36, 2.9599571), (1, 2.9597716), (39, 2.9101408)
10, U Ẩm thực;U Đô thị;U Đồi núi;U Rừng;T Ẩm thực;T Giải trí;T Mạo hiểm;price:2;price:3;price:4: (9, 5.6649528), (37, 5.6262894), (25, 5.460201), (4, 5.4368486), (8, 5.3087626), (29, 5.276128), (14, 5.247504), (45, 5.2256227), (1*, 5.137859), (32, 5.075857), (30, 5.043197), (36, 5.0273347), (16, 4.9249783), (34, 4.848622), (11, 4.8057556), (48, 4.7609706), (20, 4.6208053), (44, 4.589106), (2, 4.5668745), (53, 4.510574), (40, 4.3948174), (18, 4.3940144), (19, 4.3634267), (51, 4.3520193), (26, 4.322707), (21, 4.2921953), (41, 4.273954), (10, 4.261504), (5, 4.16347), (15, 4.1592436), (52, 4.001522), (42, 3.9865723), (28, 3.8923254), (50, 3.8801908), (23, 3.878936), (31, 3.8289018), (35, 3.820098), (47, 3.6564794), (24, 3.6457133), (46, 3.5603664)
10, U Ẩm thực;U Đô thị;U Đồi núi;U Rừng;T Giải trí;T Đô thị;T Biển;price:4;price:5: (9, 5.9188485), (37, 5.868836), (29, 5.629032), (45, 5.5916643), (30, 5.5748434), (25, 5.454156), (16, 5.443653), (4, 5.4010143), (11, 5.2666), (14, 5.2290816), (36, 5.212123), (8, 5.1292624), (32, 5.0902247), (34, 5.0089207), (1, 4.8523707), (51, 4.8501005), (44, 4.752134), (10, 4.741136), (18, 4.6898856), (20, 4.6349964), (48, 4.5947566), (5, 4.5908537), (21, 4.5495834), (26, 4.5361648), (53, 4.4791484), (31, 4.479123), (19, 4.464641), (2, 4.3705926), (41, 4.2738075), (35, 4.23853), (46, 4.231057), (23, 4.190028), (7, 4.174461), (15, 4.1426973), (40, 4.138135), (17, 4.0504665), (28, 4.0353603), (38, 3.9638038), (52, 3.9617198), (47, 3.8921957)
10, U Ẩm thực;U Đô thị;U Đồi núi;U Rừng;T Biển;price:5: (9, 5.317897), (29, 5.2680573), (37, 5.222684), (25, 5.0647507), (30, 5.0384607), (45, 4.9312134), (14, 4.9303174), (11, 4.893527), (16, 4.893262), (8, 4.8363996), (36, 4.7123985), (34, 4.711411), (51, 4.5980577), (32, 4.4985023), (26, 4.3975444), (44, 4.3335185), (18, 4.2832456), (19, 4.238199), (10, 4.197789), (21, 4.1554985), (2, 4.105732), (40, 4.0758), (31, 4.0721264), (20, 4.052962), (15, 4.001097), (48, 3.9642866), (5, 3.9510927), (53, 3.930677), (1, 3.9209812), (46, 3.9191685), (41, 3.835047), (23, 3.735539), (42, 3.685749), (3, 3.678963), (39, 3.5663037), (47, 3.5587394), (38, 3.461232), (52, 3.4372337), (17, 3.4270167), (28, 3.4232616)
10, U Ẩm thực;U Đô thị;U Đồi núi;U Rừng;T Tham quan;price:1;price:2: (9, 5.150296), (30, 5.0825624), (25, 5.030429), (37, 4.961476), (8, 4.9571195), (11, 4.8799357), (14, 4.806543), (4, 4.7051525), (16, 4.6885014), (29, 4.630608), (36, 4.5468698), (34, 4.4476295), (51, 4.3617854), (32, 4.3460417), (45, 4.3362417), (42, 4.309798), (44, 4.272198), (10, 4.2519264), (26, 4.250348), (15, 4.209469), (19, 4.190431), (40, 4.1627693), (2, 4.1356378), (18, 4.0037737), (20, 3.9728804), (21, 3.9481733), (41, 3.9226284), (31, 3.8528934), (48, 3.8502173), (52, 3.8500297), (1, 3.844824), (5, 3.7117324), (23, 3.592975), (53, 3.5853212), (50, 3.5200055), (47, 3.5052316), (28, 3.4216428), (3, 3.3646586), (13, 3.3224802), (38, 3.305019)
10, U Ẩm thực;U Đô thị;U Đồi núi;U Rừng;T Tham quan;price:5: (9, 5.387095), (37, 5.3170953), (25, 5.1648684), (29, 5.0191116), (30, 4.962275), (8, 4.9263277), (4, 4.887999), (34, 4.8780622), (14, 4.755253), (45, 4.7362704), (36, 4.58136), (26, 4.577626), (51, 4.4933844), (44, 4.3586583), (10, 4.294985), (19, 4.2785883), (18, 4.2508907), (32, 4.2387714), (40, 4.1833143), (2, 4.143111), (31, 4.125664), (21, 4.0787687), (15, 4.07738), (20, 4.0616302), (5, 4.029859), (42, 3.9868438), (48, 3.977431), (53, 3.8371928), (41, 3.8236275), (1, 3.8003612), (47, 3.7105784), (39, 3.676765), (46, 3.6421113), (23, 3.6141214), (52, 3.5973778), (17, 3.558561), (28, 3.5398283), (50, 3.5210586), (38, 3.5035615), (35, 3.4536996)
13, U Tâm linh;U Tham quan;U Nông thôn;U Đồi núi;T Tâm linh;price:5: (24, 5.1448), (7, 4.9834347), (32, 4.9151225), (41, 4.4860935), (14, 4.3495297), (26*, 4.2971888), (35, 4.292757), (52, 4.246643), (46, 4.2127275), (17, 4.2105727), (49, 4.205861), (9, 4.0860143), (16, 4.0610604), (15, 3.9785125), (2, 3.9560034), (25, 3.914757), (22, 3.8649664), (34, 3.8282304), (47, 3.8172562), (23, 3.8051932), (10, 3.677563), (43, 3.671207), (8, 3.6698697), (37, 3.5903046), (44, 3.5202565), (39, 3.5017586), (1, 3.4606082), (19, 3.4273028), (51, 3.4052186), (21, 3.304827), (18, 3.2572787), (36, 3.1386461), (30, 3.128478), (40, 3.037623), (31, 2.9714046), (6, 2.8557348), (4, 2.8354082), (42, 2.816828), (3, 2.731287), (33, 2.5860462)
13, U Tâm linh;U Tham quan;U Nông thôn;U Đồi núi;T Thắng cảnh;T Đồi núi;T Rừng;price:5: (7, 4.9254875), (24, 4.8234525), (32, 4.309621), (14, 4.2846923), (41, 4.129518), (9, 4.0402784), (26, 4.0267), (49, 3.9620316), (15, 3.960047), (52, 3.921426), (47, 3.8835006), (46, 3.8494852), (53, 3.8433366), (35, 3.8426132), (10, 3.8069673), (23*, 3.805361), (34, 3.8037548), (16, 3.7457986), (17, 3.6214862), (43, 3.5868597), (22, 3.5463653), (8, 3.5347962), (37, 3.4604876), (2, 3.3963382), (25, 3.3609521), (44, 3.3283293), (1, 3.289661), (51, 3.1902704), (18, 3.184347), (21, 3.1771762), (39, 3.112493), (40, 3.093752), (36, 3.0708692), (31, 2.7748582), (38, 2.7655585), (30, 2.7527184), (19, 2.7165022), (33, 2.5532525), (3, 2.5006819), (4, 2.3704817)
